name;hyperonim;text;link;bool;comment
КАТЕХИЗИС;;'Катехизисом называют руководство, которое содержит основные положения христианского вероучения. То есть, это своего рода элементарный учебник веры, где изложены самые основы догматики и христианской нравственности. Но часто с этим словом, как правило, ассоциируется что-то совершенно сухое и скучное, оторванное от жизни. Катехизис представляется набором по большому счету ничего не говорящих правил и формул, и тогда к нему более чем к чему-либо еще, казалось бы, применимы слова Гете «суха, мой друг, теория везде, а древо жизни пышно зеленеет».';'https://foma.ru/katexizis-oglashenie.html';;
КАТЕХИЗИС;;'Впрочем, если катехизис – это действительно учебник веры, то почему же он все-таки воспринимается как что-то предельно скучное? Ведь никто же не считает скучным, скажем, букварь. Однако в этом древнегреческом слове есть еще одно его значение, которое может помочь понять, почему и при каких условиях катехизис начинают ассоциировать с чем-то занудным и ненужным.';'https://foma.ru/katexizis-oglashenie.html';;
КАТЕХИЗИС;;"'[греч. ?????????; лат. catechismus, catechesis], жанр христ. вероучительной лит-ры. Как пособие для первоначального усвоения наиболее важных понятий и положений вероучения и церковной жизни К. предполагает краткость, ясность и однозначность изложения и, как правило, исключает рассмотрение и критику различных мнений по тем или иным спорным вопросам. Для К. характерна тезисная форма изложения материала в связи с тем, что, с одной стороны, на практике он обычно предназначался для заучивания наизусть, с др. стороны - как учебное пособие, предполагал устные разъяснения наставника или учителя. Дидактизм К. выражен в необязательной, но характерной для этого вида религ. лит-ры форме вопросов и ответов, предполагающих беседу ученика и учителя.'";'';;
КАТЕХИЗИС;;;;;
КАТОРЖАНИН;;;;;
КАТОРЖАНИН;;;;;
КАТОРЖАНИН;;;;;
КАТОРЖАНИН;;;;;
КАТОРЖАНИН;;'Человек, бывший на каторге (за политическую деятельность).';'https://www.google.com/search?q=%D0%9A%D0%90%D0%A2%D0%9E%D0%A0%D0%96%D0%90%D0%9D%D0%98%D0%9D&oq=%D0%9A%D0%90%D0%A2%D0%9E%D0%A0%D0%96%D0%90%D0%9D%D0%98%D0%9D&aqs=chrome..69i57j0l7.428j0j9&sourceid=chrome&ie=UTF-8';;
КАТЫШЕК;;'Пупочные катышки — комочки из пушистых тканевых волокон и пыли, периодически образующиеся к концу дня в пупках людей, чаще всего у мужчин с волосатыми животами. Цвет пупочных катышков, как правило, соответствует цвету носимой человеком одежды.Пупочные катышки являлись предметом нескольких опросов и исследований, причём не только журналистских, но и научных. В частности, в 2001 году профессор из Сиднейского университета Карл Крушельницки провёл социологический опрос, в котором его респонденты высказывали.';'https://kartaslov.ru/%D0%B7%D0%BD%D0%B0%D1%87%D0%B5%D0%BD%D0%B8%D0%B5-%D1%81%D0%BB%D0%BE%D0%B2%D0%B0/%D0%BA%D0%B0%D1%82%D1%8B%D1%88%D0%B5%D0%BA';;
КАТЫШЕК;;;;;
КАТЫШЕК;;;;;
КАТЫШЕК;;;;;
КАТЫШЕК;;"'катыш — КАТЫШ -а; м. Разг. 1. Круглый комок, скатанный шарик из какого-л. мягкого вещества. К. хлеба, воска. // Округлый, окатанный камень. 2. Небольшой чурбан, круглый обрубок дерева. ? Катышек, -шка; м. Уменьш. Вымесить тесто без единого катышка.'";'Источник: https://gufo.me/dict/ozhegov/%D0%BA%D0%B0%D1%82%D1%8B%D1%88';;
КАУСТИК;;'«Каустик» — крупное промышленное предприятие Волгограда, один из лидеров российской химической индустрии и основное предприятие Группы компаний «Никохим». АО «Каустик» занимает первое место в России по производству каустической соды и является единственным в России производителем гранулированного каустика.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%83%D1%81%D1%82%D0%B8%D0%BA_(%D0%BF%D1%80%D0%B5%D0%B4%D0%BF%D1%80%D0%B8%D1%8F%D1%82%D0%B8%D0%B5,_%D0%92%D0%BE%D0%BB%D0%B3%D0%BE%D0%B3%D1%80%D0%B0%D0%B4)';;
КАУСТИК;;'Каустик — техническое название едких щелочей.';'';;
КАУСТИК;;;;;
КАУСТИК;;;;;
КАУСТИК;;'Из-за очень большой химической активности щелочных металлов едкие щёлочи долгое время не удавалось разложить и они потому считались простыми веществами. Одним из первых предположение о сложном составе едких щелочей высказал Лавуазье. Основываясь на своей теории о том, что все простые вещества могут окисляться, Лавуазье решил, что едкие щёлочи — это уже окисленные сложные вещества. Однако подтвердить это удалось лишь Дэви в начале XIX века после применения им электрохимии[2].';'';;
КАШПО;;;;;
КАШПО;;'Кашпо? (от фр. cache-pot, букв. «прятать горшок») — декоративный сосуд без отверстий в нижней части, внутрь которого ставится горшок с растением.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%88%D0%BF%D0%BE';;
КАШПО;;'Декоративная ваза для цветочного горшка.';;;
КАШПО;;'КАШПО — (фр. cache pot). Украшения для простых цветочных горшков.';'https://dic.academic.ru/dic.nsf/ogegova/81794';;
КАШПО;;'кашпо — КАШПО, неизм., ср Вместилище из керамики или пластмассы, среднего или малого размера, изящной формы, открытое, предназначенное для цветочного горшка и украшения помещени';'https://dic.academic.ru/dic.nsf/ogegova/81794';;
КАЯКИНГ;;'Каякинг — один из видов водного туризма, спорта или активного отдыха на воде с использованием судна, которое называется каяк. Человек, занимающийся каякингом, называется каякером.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%8F%D0%BA%D0%B8%D0%BD%D0%B3';;
КАЯКИНГ;;'Каякинг – это вид экстремального спорта, который появился относительно недавно. Он представляет собой сплав по бурной рекена одноместном судне, который и называется каяком. Чаще судно рассчитано на одно место, но может быть и двухместным.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%8F%D0%BA%D0%B8%D0%BD%D0%B3';;
КАЯКИНГ;;'Морской каякинг — это путешествия по озерам, морям, океанам, равнинным рекам и водохранилищам. Морской туристический каякинг – это сплав по относительно водной глади.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%8F%D0%BA%D0%B8%D0%BD%D0%B3';;
КАЯКИНГ;;;;;
КАЯКИНГ;;'Каякинг на бурной воде – это движение в бурном потоке воды.';'https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%8F%D0%BA%D0%B8%D0%BD%D0%B3';;
